runtime,1 card in a Pack,6 cards in a Pack
7874,2670,2586
7875,2670,2346
7876,3418,2838
7877,2851,3612
7878,2403,1944
7879,2607,2928
7880,3483,3150
7881,3508,2034
7882,1965,1974
7883,2795,2352
7884,2156,2214
7885,2178,2928
7886,1998,2244
7887,2009,2610
7888,3006,2460
7889,2981,3048
7890,2077,3360
7891,2715,1884
7892,2076,3060
7893,1924,2412
7894,2667,2652
7895,2893,3228
7896,2711,3324
7897,2301,3060
7898,2140,3102
7899,2051,3090
7900,3637,2244
7901,2261,4110
7902,2203,2796
7903,2692,2514
7904,3059,2046
7905,2267,2748
7906,2380,1842
7907,2748,2520
7908,2927,3294
7909,2252,2694
7910,2061,2496
7911,1988,3726
7912,2363,2664
7913,2019,3378
7914,2963,2280
7915,2274,2178
7916,2202,2340
7917,4024,2226
7918,2752,3132
7919,1792,1962
7920,2352,2172
7921,2667,2418
7922,2373,2100
7923,3184,4194
7924,2597,2286
7925,3311,2442
7926,2621,2106
7927,2605,2970
7928,1971,1884
7929,2341,2796
7930,2835,2490
7931,2346,2094
7932,2060,2160
7933,2342,2358
7934,2283,3588
7935,2852,2760
7936,2669,2076
7937,2526,1962
7938,3568,2166
7939,2655,2256
7940,2710,2292
7941,2138,2220
7942,2641,3918
7943,2236,2868
7944,2295,2784
7945,2437,2124
7946,2085,2820
7947,2455,2502
7948,2374,2910
7949,2003,2478
7950,2583,2268
7951,2545,2292
7952,3149,2916
7953,2333,2322
7954,2711,2148
7955,2126,3354
7956,2803,2160
7957,2542,2874
7958,2155,1986
7959,3026,2640
7960,2712,2484
7961,2315,1932
7962,2492,2850
7963,2284,2526
7964,2169,2988
7965,2437,2754
7966,2209,2790
7967,2597,2808
7968,2650,2658
7969,2522,2970
7970,3238,4356
7971,2496,2484
7972,2200,2340
7973,2551,4002
7974,2352,2904
7975,2642,2436
7976,3150,2670
7977,2593,2160
7978,2387,2580
7979,2766,2616
7980,2602,5034
7981,2363,2394
7982,2703,2712
7983,2916,2850
7984,3041,2484
7985,2974,2286
7986,2189,2040
7987,2542,2562
7988,2564,4398
7989,1998,3030
7990,3120,3258
7991,2387,2250
7992,2540,2556
7993,2394,2436
7994,2415,2676
7995,2699,4854
7996,2404,2538
7997,3596,2844
7998,2715,2664
7999,2004,2544
8000,3498,2316
8001,2619,2268
8002,2551,2922
8003,2131,2712
8004,3120,2772
8005,2342,2928
8006,2901,2460
8007,2620,3096
8008,2334,3162
8009,2544,3750
8010,2143,2604
8011,2307,2412
8012,3483,2370
8013,2618,2238
8014,3336,2484
8015,2404,2046
8016,2663,2544
8017,2060,2466
8018,2244,2070
8019,2244,2820
8020,2341,1812
8021,2858,2844
8022,2056,2322
8023,3369,2172
8024,1859,2514
8025,2310,2034
8026,1698,3264
8027,2418,2346
8028,3054,2220
8029,2916,2544
8030,3436,2358
8031,2159,2148
8032,2655,3894
8033,2517,1974
8034,2181,3168
8035,2423,3252
8036,3903,2310
8037,2790,2454
8038,2236,2910
8039,2102,2010
8040,2528,2424
8041,3007,2640
8042,2195,2478
8043,2423,2370
8044,3039,3534
8045,2407,2562
8046,2411,2196
8047,2381,1944
8048,1764,2334
8049,1993,1920
8050,1923,2778
8051,2542,3420
8052,2884,2250
8053,1953,2502
8054,2185,3480
8055,2707,2904
8056,2875,2706
8057,2543,2100
8058,2198,3126
8059,3135,2118
8060,2137,2634
8061,2804,2340
8062,1792,4368
8063,2039,2496
8064,2624,2262
8065,2181,4686
8066,2810,2916
8067,2397,3552
8068,2084,2316
8069,2524,2400
8070,2473,2604
8071,2814,3042
8072,2224,2370
8073,2220,2298
8074,1868,1992
8075,2259,2550
8076,2520,2976
8077,2375,2856
8078,2515,2448
8079,3217,2898
8080,2999,2700
8081,2527,2358
8082,2467,2358
8083,2167,3516
8084,3960,2268
8085,2047,2208
8086,2463,3024
8087,2191,3144
8088,2625,2112
8089,2922,3474
8090,2064,2568
8091,2291,2364
8092,3013,3156
8093,2491,2262
8094,3120,2148
8095,2476,3234
8096,3193,3492
8097,2324,2718
8098,3952,2490
8099,2565,3348
8100,4232,3804
8101,2605,2838
8102,2204,2280
8103,3826,2562
8104,2828,2130
8105,1930,2274
8106,2209,2304
8107,2711,2982
8108,2700,2124
8109,2575,2862
8110,2631,2484
8111,2393,3594
8112,2282,2130
8113,1879,2382
8114,2202,2784
8115,2665,2358
8116,2310,2226
8117,2641,2358
8118,3303,3372
8119,3051,1752
8120,2893,2574
8121,2949,1950
8122,2220,2928
8123,2991,2100
8124,2933,2904
8125,2100,3048
8126,2948,2664
8127,2919,2340
8128,2193,2394
8129,2061,2826
8130,2766,2220
8131,2389,2328
8132,2502,2940
8133,2659,2802
8134,2677,2562
8135,2430,2328
8136,2313,3246
8137,2667,2280
8138,2754,3450
8139,2288,2106
8140,2509,2856
8141,2598,2286
8142,2465,2442
8143,3102,4302
8144,2327,2118
8145,2010,2622
8146,1837,2106
8147,3145,2460
8148,2177,3594
8149,2503,2634
8150,2849,2766
8151,2632,3072
8152,2569,2286
8153,2730,2292
8154,2414,2568
8155,2947,2694
8156,2238,1848
8157,2524,3066
8158,3271,2436
8159,2700,3204
8160,3253,2442
8161,2586,2358
8162,2421,2082
8163,2526,2796
8164,1841,2934
8165,2767,3546
8166,3143,2622
8167,2201,3348
8168,2407,3006
8169,2798,2472
8170,2345,3480
8171,3051,1986
8172,2135,2940
8173,1975,2970
8174,3267,2574
8175,3346,2568
8176,2698,2322
8177,1965,3468
8178,2874,1944
8179,2158,2172
8180,2513,2724
8181,2055,2580
8182,3114,2802
8183,2423,1974
8184,3213,2370
8185,2805,2418
8186,2147,3234
8187,2337,2430
8188,1975,2802
8189,2569,2358
8190,3384,3360
8191,3738,2550
8192,2335,1782
8193,2712,2418
8194,3031,3102
8195,2435,1860
8196,2081,2406
8197,3227,2082
8198,2664,2874
8199,3447,2100
8200,2567,2088
8201,2175,2988
8202,2225,2178
8203,3200,2370
8204,2677,2772
8205,2739,3522
8206,2805,2754
8207,3228,2646
8208,1833,2028
8209,2450,2748
8210,3666,2496
8211,3170,2430
8212,2543,3786
8213,5353,2208
8214,2014,2448
8215,2814,2658
8216,2299,2208
8217,1885,2352
8218,2900,2472
8219,2457,3144
8220,2052,2436
8221,3902,2490
8222,1963,1746
8223,3153,2940
8224,2312,2202
8225,2728,2148
8226,2190,2550
8227,2344,2850
8228,1906,2010
8229,2035,2484
8230,2998,2790
8231,1805,2454
8232,2235,2004
8233,2054,2376
8234,3066,2484
8235,2100,2910
8236,2644,2484
8237,3559,3390
8238,2390,3432
8239,2734,2832
8240,3201,2760
8241,2179,2244
8242,2571,2496
8243,1854,2856
8244,3152,2418
8245,2193,3198
8246,2446,1884
8247,2352,2808
8248,2509,3438
8249,2893,3402
8250,2716,2814
8251,2511,3954
8252,2776,2034
8253,2065,2370
8254,2164,2364
8255,2724,2346
8256,3020,2412
8257,3286,2364
8258,2026,2706
8259,2018,2982
8260,2441,2946
8261,2229,2688
8262,2620,2598
8263,2741,2586
8264,2412,2376
8265,2288,2250
8266,2765,2214
8267,2435,2208
8268,2804,2742
8269,2147,2466
8270,2511,2580
8271,2913,3438
8272,2338,2286
8273,2464,2898
8274,2785,2280
8275,2038,1956
8276,3710,2952
8277,2926,2808
8278,3156,2634
8279,2378,3486
8280,1741,3870
8281,2982,1860
8282,1903,2406
8283,2811,2184
8284,3082,2604
8285,3167,2634
8286,2658,3306
8287,2583,3300
8288,2856,2868
8289,2539,2904
8290,2641,2016
8291,2623,3210
8292,3117,2442
8293,3061,2412
8294,2754,2082
8295,2650,2208
8296,2414,2052
8297,2521,2610
8298,3588,3096
8299,2420,2352
8300,3898,2466
8301,2780,3468
8302,2396,2178
8303,3110,3600
8304,3695,2292
8305,2512,3312
8306,2532,3348
8307,2354,2730
8308,2165,2574
8309,2321,2370
8310,2897,2484
8311,3889,2472
8312,3112,2340
8313,3375,2400
8314,4516,2100
8315,2213,3132
8316,2306,2448
8317,3857,2052
8318,2764,3366
8319,1862,2292
8320,2010,2178
8321,3634,2856
8322,2539,2112
8323,2058,3336
8324,2396,1992
8325,2087,1866
8326,2255,3066
8327,2222,2922
8328,2176,2082
8329,2767,2592
8330,2707,3024
8331,1896,3690
8332,2240,3084
8333,2880,2100
8334,2851,2592
8335,3329,2394
8336,2835,2616
8337,3282,2490
8338,2239,2826
8339,2255,3210
8340,2198,2448
8341,3618,2616
8342,2699,2748
8343,2286,1974
8344,3205,2604
8345,2278,3120
8346,3376,2574
8347,2181,3582
8348,2225,3198
8349,2314,2766
8350,3531,2388
8351,3572,2040
8352,1913,2526
8353,2451,3222
8354,2373,2094
8355,3262,2652
8356,2456,1992
8357,3082,2076
8358,2567,2820
8359,3224,2274
8360,3206,4446
8361,2150,2688
8362,2319,2976
8363,2932,2088
8364,1903,2310
8365,2421,2610
8366,2337,4272
8367,2327,2472
8368,4047,3696
8369,2006,2580
8370,2263,2784
8371,2421,2418
8372,2931,2244
8373,1995,2838
8374,1901,3840
8375,2418,2736
8376,3604,3486
8377,2858,2394
8378,3309,2118
8379,2592,2298
8380,2782,2598
8381,2607,2202
8382,2643,2142
8383,2665,2730
8384,2416,2892
8385,3154,3012
8386,2158,2418
8387,2270,2832
8388,2061,2514
8389,2854,2184
8390,2645,3162
8391,3437,3516
8392,3440,2418
8393,2495,1980
8394,2820,3828
8395,2249,2448
8396,2667,2310
8397,2651,2316
8398,2553,2352
8399,3435,2298
8400,3681,2214
8401,2893,3078
8402,2311,2754
8403,3101,2670
8404,2413,2748
8405,2525,2988
8406,3203,2862
8407,2081,2340
8408,1901,2898
8409,3148,2790
8410,2320,2370
8411,2591,2778
8412,2588,2538
8413,2332,2214
8414,2291,2142
8415,3532,2886
8416,2403,2748
8417,2780,2934
8418,1851,2796
8419,2385,2412
8420,2600,2688
8421,2510,2970
8422,2325,2874
8423,2617,2796
8424,2371,2946
8425,2612,2808
8426,2897,2376
8427,2700,2382
8428,2484,2310
8429,2449,2040
8430,2239,2400
8431,2699,2466
8432,2491,3438
8433,2765,2292
8434,2104,2400
8435,1830,2250
8436,2653,2880
8437,3254,2484
8438,2920,3240
8439,1718,2058
8440,2659,1902
8441,2940,2916
8442,2659,3384
8443,3164,3726
8444,3309,2916
8445,2397,2364
8446,4759,3486
8447,2143,2298
8448,1994,2166
8449,2219,2034
8450,2415,4650
8451,2412,2892
8452,2506,1902
8453,2645,1932
8454,2111,3744
8455,2950,2538
8456,2748,2466
8457,3301,3684
8458,3598,2796
8459,2753,2844
8460,2361,2466
8461,2791,2370
8462,3282,2538
8463,2339,2202
8464,2877,2034
8465,3029,2244
8466,2733,2406
8467,2673,2454
8468,3222,3006
8469,1945,2484
8470,2201,2574
8471,2174,2424
8472,2976,2556
8473,2883,3690
8474,2041,2298
8475,2060,1968
8476,2144,2526
8477,2423,2874
8478,2752,2826
8479,2939,3288
8480,2755,1902
8481,3073,2550
8482,2284,2622
8483,2317,2274
8484,2474,1872
8485,2715,2958
8486,3299,2616
8487,2626,2430
8488,3246,2562
8489,2700,3222
8490,1710,2082
8491,2544,2106
8492,2679,2748
8493,2255,2976
8494,2499,2502
8495,3217,2598
8496,3401,2736
8497,2773,3120
8498,2717,2400
8499,2139,3246
8500,3731,3312
8501,1986,2280
8502,2402,3102
8503,2991,2682
8504,4431,2940
8505,2394,1668
8506,2098,2250
8507,2843,3066
8508,1964,3240
8509,2078,1992
8510,2425,1926
8511,2178,2760
8512,1887,2382
8513,3077,3480
8514,3254,2292
8515,2303,1764
8516,2843,2724
8517,3176,2640
8518,2853,3684
8519,2485,4110
8520,2781,2400
8521,2848,2214
8522,1854,2148
8523,2637,2340
8524,2651,3024
8525,2673,2364
8526,2316,2940
8527,2885,2070
8528,2678,2628
8529,2565,2286
8530,3467,2250
8531,1875,2406
8532,2012,2004
8533,2281,2322
8534,2747,3084
8535,2414,1728
8536,3958,2088
8537,2440,2136
8538,1959,2430
8539,2350,1686
8540,3230,2112
8541,3236,2466
8542,2758,2628
8543,2550,2298
8544,2871,2436
8545,2351,2304
8546,3106,2322
8547,2443,3708
8548,2659,2178
8549,2728,2478
8550,3599,2232
8551,2144,2196
8552,2474,3090
8553,3407,3210
8554,2969,2094
8555,2399,2742
8556,3015,2586
8557,2312,3570
8558,2560,3504
8559,2306,2496
8560,2801,2286
8561,3011,2982
8562,3023,2490
8563,1920,2574
8564,2118,3318
8565,2618,3042
8566,3919,2508
8567,3546,2574
8568,2938,1992
8569,2978,2892
8570,2598,2700
8571,3125,2334
8572,3511,1998
8573,2240,2034
8574,3144,3702
8575,2908,2718
8576,2415,2226
8577,2785,4086
8578,2332,2328
8579,2083,2718
8580,2158,1914
8581,1797,2328
8582,2566,2574
8583,2162,2046
8584,2744,2628
8585,2327,2040
8586,3547,2244
8587,3028,3120
8588,2402,2448
8589,4274,2700
8590,2422,2394
8591,1888,3408
8592,1739,3006
8593,2648,2526
8594,3353,2814
8595,1910,2604
8596,1957,2382
8597,2175,2622
8598,2838,2316
8599,2381,3618
8600,2840,2682
8601,2273,2574
8602,2705,2298
8603,2389,2538
8604,3172,2208
8605,2896,2154
8606,3351,1770
8607,2294,2940
8608,3237,2970
8609,2644,2034
8610,1989,2046
8611,3497,3234
8612,2749,2358
8613,1635,2838
8614,2584,2934
8615,2669,3720
8616,3827,2892
8617,2124,2070
8618,2094,2466
8619,2881,2232
8620,3001,2730
8621,2367,2670
8622,2482,3276
8623,2306,2010
8624,1748,2880
8625,2823,2214
8626,3103,2556
8627,2474,2472
8628,2632,3618
8629,3039,2478
8630,2371,2154
8631,2808,2142
8632,3270,2106
8633,2443,2556
8634,2825,2346
8635,2418,2820
8636,2401,2820
8637,2602,2190
8638,2992,2250
8639,3852,2466
8640,3542,2784
8641,2010,1962
8642,2895,2400
8643,2824,3048
8644,2385,2118
8645,2840,2058
8646,2403,1962
8647,2370,2304
8648,2050,3492
8649,2418,2682
8650,3208,2520
8651,2831,2880
8652,2296,1986
8653,2351,2298
8654,2822,2340
8655,2398,2658
8656,2634,2214
8657,4142,3102
8658,4036,3432
8659,2454,2634
8660,3082,2448
8661,2471,3378
8662,2514,2448
8663,1877,2460
8664,1983,2784
8665,2129,2508
8666,2248,2196
8667,2335,2382
8668,2880,2904
8669,2103,4440
8670,2198,2940
8671,2641,2616
8672,3173,2442
8673,2307,2118
8674,2651,2742
8675,2288,1890
8676,3731,2346
8677,2875,2274
8678,2300,2892
8679,2225,2268
8680,2939,3090
8681,1779,3792
8682,2053,2268
8683,2803,2082
8684,2375,3258
8685,2011,2766
8686,3150,2394
8687,3040,2928
8688,2941,2526
8689,2451,3834
8690,3739,2298
8691,2442,2040
8692,2545,2514
8693,2384,2214
8694,1961,2034
8695,2604,2592
8696,1856,2382
8697,1942,2220
8698,2415,2064
8699,2486,2532
8700,2558,2154
8701,2660,2406
8702,2741,3648
8703,2758,2856
8704,2653,2574
8705,2703,3006
8706,2945,2448
8707,2259,2232
8708,2581,3108
8709,2960,2754
8710,2027,3696
8711,2447,2082
8712,2578,2898
8713,5447,2556
8714,2620,2286
8715,3732,2340
8716,2779,2142
8717,2781,1758
8718,2320,2106
8719,2099,2604
8720,2393,2676
8721,3548,2190
8722,3129,2292
8723,2163,2322
8724,2733,2730
8725,2696,2826
8726,2584,1836
8727,2275,1902
8728,2630,2358
8729,2695,2142
8730,2804,2550
8731,2558,2148
8732,2490,3144
8733,2414,2532
8734,3357,2442
8735,3417,2238
8736,2612,1986
8737,2989,3192
8738,2092,2400
8739,3164,2088
8740,2051,2922
8741,2377,3330
8742,2679,2634
8743,2746,2310
8744,2324,2466
8745,2270,2454
8746,2381,2088
8747,3309,2124
8748,3641,2376
8749,1973,2352
8750,2593,2316
8751,2031,3054
8752,2549,2532
8753,3190,2352
8754,2845,4536
8755,4383,2016
8756,2592,3138
8757,2406,2448
8758,2808,2538
8759,3676,2778
8760,2297,2904
8761,2286,2412
8762,2340,2370
8763,2754,2724
8764,1774,2550
8765,2950,3324
8766,2311,2802
8767,2872,4032
8768,2153,1842
8769,2293,2832
8770,2687,2244
8771,3471,2004
8772,4945,2334
8773,2824,1944
8774,2707,2850
8775,2151,2868
8776,2164,3348
8777,3076,3132
8778,1908,3504
8779,2909,2580
8780,2425,2262
8781,2043,2070
8782,4126,3198
8783,2166,3084
8784,2686,2508
8785,3328,2610
8786,2194,2526
8787,2419,2430
8788,2492,2184
8789,2480,3156
8790,2727,4452
8791,2952,1980
8792,1944,2508
8793,2291,2520
8794,3314,2538
8795,2584,2766
8796,2229,2442
8797,2475,2598
8798,2082,3144
8799,3011,3078
8800,1949,2892
8801,2822,2166
8802,2126,3498
8803,3193,2664
8804,2461,2430
8805,2357,2136
8806,3829,2430
8807,2113,1854
8808,2644,2082
8809,2510,2184
8810,2049,1872
8811,2434,2316
8812,4327,2172
8813,3718,2490
8814,3472,2574
8815,2354,2970
8816,2543,2640
8817,2470,2148
8818,2669,1830
8819,2046,2472
8820,2454,2052
8821,2589,3222
8822,2619,2256
8823,3468,3126
8824,2462,2304
8825,3305,2604
8826,4032,2262
8827,3224,2934
8828,3366,2304
8829,2907,2580
8830,2126,3588
8831,2539,2250
8832,2491,2106
8833,2703,2220
8834,2071,2958
8835,2259,3096
8836,2490,2040
8837,2345,2334
8838,3067,2604
8839,2309,1962
8840,2811,2352
8841,2220,3234
8842,2263,2028
8843,3399,2238
8844,2206,3390
8845,2416,3498
8846,2260,2646
8847,2412,2454
8848,2425,2604
8849,2692,2304
8850,2781,2532
8851,1848,2238
8852,2328,2550
8853,3253,3312
8854,2238,2196
8855,2363,2694
8856,2453,2172
8857,3100,2220
8858,2262,2898
8859,2689,2184
8860,2501,2904
8861,2695,2016
8862,2503,2952
8863,2145,2952
8864,2939,2166
8865,2053,4794
8866,5243,3168
8867,1974,1800
8868,2155,2448
8869,2348,2874
8870,3407,2490
8871,2291,1938
8872,1909,3282
8873,2289,2124
8874,2313,3162
8875,2033,2976
8876,2077,2082
8877,2122,2202
8878,2699,2682
8879,2888,2526
8880,2948,2496
8881,2372,2244
8882,2919,2094
8883,2170,2460
8884,2153,2832
8885,1972,3090
8886,2265,3588
8887,2915,2880
8888,2444,2586
8889,2962,2274
8890,1826,2868
8891,1911,3006
8892,2183,2220
8893,2973,1866
8894,1899,2394
8895,3233,2814
8896,1939,2178
8897,2795,3108
8898,2289,1926
8899,2560,3330
8900,2611,2220
8901,2579,2262
8902,3365,2898
8903,2180,2250
8904,2927,3162
8905,2806,2226
8906,2679,2790
8907,2115,2892
8908,2514,2280
8909,2801,3558
8910,2328,3510
8911,2471,2256
8912,2418,3018
8913,2065,2202
8914,3215,3240
8915,2271,4890
8916,2053,2520
8917,2429,3036
8918,2199,2592
8919,2417,2304
8920,2394,4224
8921,2163,2892
8922,2410,2664
8923,2822,1986
8924,2230,2538
8925,2601,2484
8926,2304,2496
8927,3702,2760
8928,3135,2418
8929,2437,2142
8930,2381,2910
8931,3042,3078
8932,2714,2010
8933,2366,2718
8934,2876,2874
8935,5108,3078
8936,2687,2718
8937,2775,2250
8938,2114,2538
8939,2338,2394
8940,2175,2076
8941,2711,2364
8942,1955,2634
8943,2780,2418
8944,3261,2112
8945,2479,3090
8946,2693,2100
8947,2600,2604
8948,3355,2262
8949,2879,2316
8950,3740,2244
8951,3215,2892
8952,2742,2022
8953,2502,2196
8954,3106,2832
8955,2804,2742
8956,3157,2424
8957,2670,2646
8958,2573,1992
8959,2945,2874
8960,2516,2424
8961,2651,2460
8962,2159,3156
8963,2585,2178
8964,3026,2814
8965,2390,2760
8966,2730,2220
8967,2433,2610
8968,3516,3504
8969,2319,2274
8970,3528,2556
8971,2039,2634
8972,2430,2736
8973,2940,3144
8974,2606,2130
8975,2723,3006
8976,3418,2208
8977,2650,3324
8978,2273,2040
8979,2092,2298
8980,3046,3336
8981,1933,2010
8982,3061,2862
8983,2213,3282
8984,3194,2010
8985,1855,2808
8986,2135,2148
8987,2414,2118
8988,2650,5070
8989,3302,2574
8990,2771,1788
8991,3613,2430
8992,2212,4470
8993,3412,2376
8994,2780,2664
8995,2643,2094
8996,2174,3570
8997,2780,2538
8998,2470,2550
8999,3077,2154
9000,2245,3414
9001,2791,2118
9002,2374,2682
9003,1996,1920
9004,2494,2586
9005,3282,1956
9006,2504,2370
9007,2384,3198
9008,3227,2286
9009,2235,2622
9010,2565,2508
9011,2626,2442
9012,2353,2022
9013,3412,2154
9014,3360,2802
9015,3559,2556
9016,2852,2340
9017,3018,2682
9018,2173,2070
9019,2920,2544
9020,2231,3180
9021,2352,2016
9022,2152,3624
9023,2617,2226
9024,2225,2424
9025,3090,2892
9026,1959,2196
9027,2272,3090
9028,2392,2382
9029,2797,2382
9030,2810,2526
9031,2926,2712
9032,2330,2976
9033,1918,2538
9034,2532,2400
9035,2181,2910
9036,4755,2526
9037,2989,2412
9038,2550,2724
9039,2119,3234
9040,1845,2148
9041,3702,1668
9042,2028,2190
9043,2302,2190
9044,4146,4062
9045,3354,2580
9046,3537,2868
9047,1891,2436
9048,2607,2232
9049,2186,3060
9050,2596,2124
9051,1838,1908
9052,3718,3054
9053,2563,2250
9054,2620,2706
9055,2124,2916
9056,2263,2514
9057,2789,2400
9058,2533,2688
9059,1941,2442
9060,2096,2244
9061,2408,2748
9062,3150,2100
9063,2247,3156
9064,1867,2994
9065,2611,2358
9066,2330,2466
9067,2107,2898
9068,2666,1896
9069,2391,2622
9070,2748,2148
9071,2486,2220
9072,3668,2628
9073,3086,2286
9074,1929,3240
9075,3495,2154
9076,2397,2244
9077,2214,3174
9078,2371,2292
9079,2723,2022
9080,2237,2634
9081,2921,2526
9082,2180,2154
9083,3285,2460
9084,3124,3306
9085,2696,3372
9086,1817,3612
9087,2486,4152
9088,2621,2412
9089,2340,5556
9090,2402,2364
9091,2295,2268
9092,3112,2934
9093,2625,2646
9094,2304,2520
9095,2186,2412
9096,2328,2478
9097,3380,2262
9098,2183,2538
9099,2311,2412
9100,3216,3246
9101,4288,2994
9102,2576,2598
9103,2136,2274
9104,3835,4230
9105,2869,2430
9106,2170,2262
9107,2176,2556
9108,2438,2214
9109,3693,3798
9110,2935,2154
9111,2587,1938
9112,2860,2856
9113,2430,1956
9114,2338,2412
9115,2927,2826
9116,2906,1812
9117,2638,2706
9118,1957,1884
9119,2434,2496
9120,2907,2748
9121,4464,2706
9122,2088,2184
9123,3077,2514
9124,2434,2646
9125,2872,2964
9126,2452,2418
9127,2392,2466
9128,2705,2436
9129,2452,2256
9130,2302,3006
9131,2576,3234
9132,2987,2286
9133,3366,2274
9134,2226,2244
9135,3764,2658
9136,2930,3582
9137,2487,2712
9138,3123,2088
9139,2582,2304
9140,2577,2922
9141,2345,3162
9142,3241,3474
9143,4271,2064
9144,3186,2358
9145,2431,2094
9146,2562,2352
9147,2926,2550
9148,2500,2520
9149,2697,2442
9150,2293,1980
9151,2221,2922
9152,3775,2766
9153,2728,2616
9154,4260,2658
9155,2971,3024
9156,3248,3186
9157,3172,2820
9158,2481,1920
9159,2230,2904
9160,4421,2040
9161,2376,2196
9162,2366,1920
9163,2890,1878
9164,2863,2706
9165,1972,2466
9166,2501,2550
9167,2362,2568
9168,2092,2412
9169,2882,2346
9170,3596,2670
9171,2568,2664
9172,3074,2844
9173,3041,2592
9174,3024,2226
9175,2269,2064
9176,2196,2838
9177,2860,4122
9178,2727,2766
9179,2528,2226
9180,2110,1860
9181,2499,2466
9182,3782,2418
9183,2705,2184
9184,2231,3108
9185,2878,2070
9186,3060,2934
9187,2194,3180
9188,3109,2286
9189,2657,2472
9190,2173,3588
9191,4469,2196
9192,2652,2610
9193,2853,2334
9194,2894,2220
9195,3142,2436
9196,3291,3006
9197,2016,2616
9198,2087,2412
9199,3421,2460
9200,2630,2370
9201,2391,2790
9202,3066,5466
9203,3559,3018
9204,2669,2400
9205,2223,3030
9206,2513,2316
9207,2297,2712
9208,2353,2412
9209,2543,2532
9210,2685,2352
9211,2471,2340
9212,2574,2526
9213,2263,2988
9214,2595,1746
9215,2508,2478
9216,2419,3168
9217,2162,3042
9218,2756,3792
9219,2893,2490
9220,2392,3222
9221,2133,2382
9222,2641,2544
9223,2581,2826
9224,2379,2778
9225,2707,3240
9226,2721,2292
9227,2318,1998
9228,1890,2334
9229,2154,2220
9230,2844,2910
9231,2515,1914
9232,2777,1962
9233,3328,2418
9234,2576,2256
9235,2468,3396
9236,2700,2700
9237,2645,3636
9238,2434,2064
9239,2037,2178
9240,3820,2706
9241,3570,4104
9242,2586,2634
9243,2255,2622
9244,3334,2868
9245,2661,2412
9246,2726,2358
9247,2278,3696
9248,2283,2364
9249,2814,2874
9250,2175,3510
9251,2966,3786
9252,2547,2700
9253,3285,3300
9254,2707,2310
9255,4126,2094
9256,2862,2538
9257,2027,2958
9258,2537,1740
9259,3342,2676
9260,2713,2106
9261,2815,2610
9262,2771,3132
9263,2914,2562
9264,3137,2304
9265,2914,2334
9266,2354,2094
9267,2642,2376
9268,1942,3564
9269,3607,2292
9270,2923,3258
9271,2984,2292
9272,2404,2202
9273,2565,2730
9274,2143,2004
9275,2481,1998
9276,2808,2586
9277,2360,3054
9278,2940,2346
9279,1985,2856
9280,2185,2814
9281,3084,2370
9282,1988,2298
9283,3110,2244
9284,2545,2460
9285,2077,2934
9286,3034,2394
9287,2826,1932
9288,2677,2160
9289,2229,2574
9290,2289,3126
9291,3119,2568
9292,2767,2292
9293,2561,2262
9294,2604,2526
9295,2661,2454
9296,2221,2670
9297,2454,2610
9298,1841,2598
9299,3318,2196
9300,2344,3084
9301,2942,2850
9302,3074,2304
9303,2162,2286
9304,2421,2892
9305,2361,2328
9306,2202,2226
9307,1933,2394
9308,3375,2124
9309,3438,1926
9310,2416,2292
9311,2525,2238
9312,3148,2340
9313,2165,2700
9314,2911,2340
9315,2398,2214
9316,2472,2058
9317,2159,2520
9318,2624,2058
9319,2129,2922
9320,2756,2568
9321,2512,2862
9322,3372,2736
9323,2756,2490
9324,2755,3024
9325,2206,2394
9326,2460,2490
9327,2282,2460
9328,3830,2520
9329,2010,2682
9330,2052,2958
9331,2322,2118
9332,2210,2682
9333,2613,2460
9334,3058,2178
9335,2626,2172
9336,2503,2352
9337,3267,2682
9338,2257,2208
9339,3137,1938
9340,2509,2082
9341,2948,2202
9342,2201,2586
9343,2820,2856
9344,2062,2784
9345,2122,2418
9346,4484,3654
9347,2865,2556
9348,2412,2460
9349,2583,3048
9350,3395,2706
9351,2808,2124
9352,2601,2406
9353,2372,1806
9354,2506,1704
9355,2786,2034
9356,2360,2226
9357,3550,2268
9358,2618,3948
9359,2532,3360
9360,2802,3444
9361,3324,2556
9362,2114,2628
9363,2789,3438
9364,2607,4296
9365,2163,2838
9366,3968,2082
9367,1953,2790
9368,2292,2646
9369,2892,2316
9370,2011,2442
9371,2850,2526
9372,2145,3246
9373,2015,2262
9374,1927,2082
9375,2131,3084
9376,1822,2856
9377,2592,2694
9378,2747,3540
9379,2906,2310
9380,3789,2520
9381,2383,2664
9382,1833,3588
9383,2285,2598
9384,2480,2916
9385,2568,2802
9386,2057,2382
9387,2341,2004
9388,2917,2466
9389,1978,3864
9390,2771,2124
9391,2263,2640
9392,1940,2580
9393,2429,2370
9394,2387,2190
9395,2931,2688
9396,2300,2328
9397,2421,2682
9398,2730,2052
9399,3169,2322
9400,2235,2118
9401,2816,3222
9402,2657,2436
9403,3100,3186
9404,2765,1902
9405,2789,3054
9406,2967,2916
9407,3129,2304
9408,3045,2418
9409,2593,2754
9410,2186,2850
9411,1825,1968
9412,2681,2526
9413,2628,2070
9414,2114,2796
9415,2179,2244
9416,2960,2670
9417,2060,3036
9418,2264,2238
9419,2240,2604
9420,2040,2502
9421,2705,1908
9422,2816,2568
9423,2463,3126
9424,2509,3312
9425,3130,2760
9426,1876,2250
